"Date","Price","Open","High","Low","Vol.","Change %"
"24-11-2025","23,674.55","23,827.25","23,835.20","23,642.55","2.96B","-0.49%"
"21-11-2025","23,790.25","23,917.50","23,938.30","23,776.30","2.30B","-0.77%"
"20-11-2025","23,975.45","23,984.40","24,032.10","23,918.80","2.96B","0.29%"
"19-11-2025","23,906.30","23,832.55","23,924.30","23,766.60","2.59B","0.34%"
"18-11-2025","23,824.65","23,970.45","23,973.05","23,800.95","2.11B","-0.54%"
"17-11-2025","23,954.55","23,889.55","23,964.75","23,863.55","2.65B","0.50%"
"14-11-2025","23,836.35","23,751.25","23,858.30","23,717.00","3.96B","0.09%"
"13-11-2025","23,816.00","23,867.65","23,935.10","23,793.65","3.02B","-0.09%"
"12-11-2025","23,836.90","23,796.95","23,874.85","23,766.20","2.78B","0.65%"
"11-11-2025","23,682.65","23,634.65","23,693.80","23,476.30","3.61B","0.36%"
"10-11-2025","23,596.90","23,545.35","23,658.85","23,542.10","2.08B","0.32%"
"07-11-2025","23,521.50","23,441.05","23,570.10","23,291.20","2.88B","0.04%"
"06-11-2025","23,513.15","23,683.35","23,713.40","23,501.05","2.62B","-0.69%"
"04-11-2025","23,675.45","23,811.30","23,829.70","23,660.20","3.13B","-0.57%"
"03-11-2025","23,810.70","23,711.95","23,840.10","23,695.15","386.03M","0.42%"
"31-10-2025","23,710.40","23,847.60","23,913.45","23,698.05","3.21B","-0.55%"
"30-10-2025","23,841.30","23,933.65","23,949.75","23,804.45","4.78B","-0.46%"
"29-10-2025","23,952.40","23,851.55","23,971.55","23,821.30","3.04B","0.59%"
"28-10-2025","23,812.55","23,844.75","23,907.55","23,717.05","3.40B","-0.12%"
"27-10-2025","23,840.90","23,742.70","23,856.30","23,723.40","4.71B","0.65%"
"24-10-2025","23,686.60","23,796.20","23,802.75","23,622.80","2.39B","-0.29%"
"23-10-2025","23,755.90","23,899.75","23,926.10","23,727.60","3.38B","-0.01%"
"21-10-2025","23,759.20","23,791.90","23,818.35","23,723.40","554.50M","0.18%"
"20-10-2025","23,716.10","23,699.35","23,766.55","23,654.75","2.37B","0.50%"
"17-10-2025","23,598.05","23,547.00","23,679.05","23,515.85","2.42B","0.15%"
"16-10-2025","23,563.80","23,443.30","23,592.85","23,428.15","2.25B","0.80%"
"15-10-2025","23,377.35","23,227.55","23,400.95","23,224.15","2.31B","0.83%"
"14-10-2025","23,184.05","23,349.75","23,374.00","23,121.50","2.35B","-0.48%"
"13-10-2025","23,294.80","23,245.05","23,315.65","23,201.55","2.62B","-0.18%"
"10-10-2025","23,337.55","23,247.45","23,374.25","23,220.05","2.82B","0.41%"
"09-10-2025","23,241.75","23,144.30","23,251.65","23,101.85","2.18B","0.57%"
"08-10-2025","23,109.35","23,197.95","23,265.20","23,087.90","2.55B","-0.43%"
"07-10-2025","23,209.50","23,191.35","23,275.10","23,170.85","2.96B","0.17%"
"06-10-2025","23,169.65","23,055.15","23,177.25","23,008.30","2.70B","0.62%"
"03-10-2025","23,027.70","22,905.10","23,037.50","22,874.15","2.49B","0.43%"
"01-10-2025","22,928.30","22,745.95","22,943.20","22,726.25","2.30B","0.85%"
"30-09-2025","22,734.10","22,793.65","22,829.20","22,669.30","2.18B","-0.02%"
"29-09-2025","22,739.10","22,783.90","22,865.10","22,677.00","2.71B","0.11%"
"26-09-2025","22,713.15","22,965.90","22,994.15","22,692.70","3.06B","-1.34%"
"25-09-2025","23,022.40","23,169.45","23,235.55","23,009.55","2.31B","-0.67%"
"24-09-2025","23,178.25","23,293.40","23,317.20","23,165.95","2.24B","-0.63%"
"23-09-2025","23,325.25","23,408.20","23,434.30","23,253.10","2.98B","-0.24%"
"22-09-2025","23,381.45","23,434.75","23,523.55","23,335.10","2.62B","-0.45%"
"19-09-2025","23,486.65","23,530.60","23,541.30","23,451.60","4.93B","-0.14%"
"18-09-2025","23,518.90","23,534.15","23,538.90","23,434.45","2.12B","0.31%"
"17-09-2025","23,445.20","23,419.10","23,464.40","23,395.75","2.27B","0.32%"
"16-09-2025","23,369.30","23,240.25","23,386.65","23,217.30","2.37B","0.66%"
"15-09-2025","23,215.85","23,213.15","23,249.20","23,182.05","3.31B","0.11%"
"12-09-2025","23,190.25","23,171.55","23,210.40","23,129.90","2.60B","0.38%"
"11-09-2025","23,102.65","23,073.45","23,128.55","23,065.70","2.15B","0.12%"
"10-09-2025","23,074.15","23,056.80","23,121.75","23,027.05","2.37B","0.54%"
"09-09-2025","22,949.10","22,949.55","22,964.05","22,893.05","2.01B","0.31%"
"08-09-2025","22,878.65","22,892.80","22,974.85","22,835.90","2.30B","0.22%"
"05-09-2025","22,829.15","22,891.75","22,916.00","22,718.50","3.45B","0.04%"
"04-09-2025","22,819.65","23,116.90","23,116.90","22,795.00","3.01B","-0.20%"
"03-09-2025","22,864.65","22,764.00","22,877.35","22,709.20","3.10B","0.62%"
"02-09-2025","22,724.40","22,758.20","22,858.20","22,678.45","2.72B","0.05%"
"01-09-2025","22,713.55","22,491.90","22,720.55","22,491.90","2.71B","1.12%"
"29-08-2025","22,462.95","22,524.15","22,624.70","22,443.80","2.88B","-0.35%"
"28-08-2025","22,541.65","22,762.25","22,762.25","22,529.60","2.92B","-1.00%"
"26-08-2025","22,768.65","22,994.85","23,013.05","22,746.75","4.45B","-1.23%"
"25-08-2025","23,052.00","23,069.30","23,106.90","23,022.10","2.75B","0.26%"
"22-08-2025","22,991.30","23,133.85","23,144.55","22,980.85","3.22B","-0.63%"
"21-08-2025","23,137.15","23,221.75","23,230.95","23,126.75","2.34B","-0.03%"
"20-08-2025","23,143.15","23,067.70","23,171.15","23,025.85","2.93B","0.33%"
"19-08-2025","23,066.60","22,959.50","23,077.10","22,908.15","2.33B","0.59%"
"18-08-2025","22,931.50","22,958.30","23,040.85","22,913.05","2.39B","1.11%"
"14-08-2025","22,680.25","22,713.65","22,754.15","22,646.70","2.06B","-0.08%"
"13-08-2025","22,698.10","22,655.15","22,733.80","22,624.45","2.09B","0.57%"
"12-08-2025","22,568.60","22,633.65","22,730.25","22,554.30","1.51B","-0.29%"
"11-08-2025","22,633.45","22,447.55","22,650.10","22,406.00","1.54B","0.85%"
"08-08-2025","22,443.15","22,680.90","22,690.35","22,419.70","1.71B","-1.11%"
"07-08-2025","22,694.10","22,563.40","22,726.90","22,425.85","2.05B","0.12%"
"06-08-2025","22,666.85","22,807.55","22,818.20","22,622.35","1.58B","-0.58%"
"05-08-2025","22,798.50","22,869.50","22,878.10","22,736.05","1.74B","-0.27%"
"04-08-2025","22,860.40","22,699.70","22,871.60","22,648.60","1.90B","0.82%"
"01-08-2025","22,673.65","22,901.60","22,917.85","22,646.75","2.22B","-1.05%"
"31-07-2025","22,914.95","22,804.20","23,071.25","22,802.15","2.21B","-0.51%"
"30-07-2025","23,033.55","23,064.25","23,070.35","22,959.45","1.70B","0.11%"
"29-07-2025","23,007.35","22,793.00","23,024.15","22,777.70","1.74B","0.70%"
"28-07-2025","22,846.95","22,967.40","23,094.85","22,818.15","2.03B","-0.73%"
"25-07-2025","23,014.80","23,255.25","23,255.25","22,993.00","2.20B","-1.23%"
"24-07-2025","23,301.10","23,447.35","23,449.40","23,257.60","1.97B","-0.54%"
"23-07-2025","23,428.40","23,382.40","23,435.55","23,296.00","2.00B","0.46%"
